"","lsoa11cd","msoa11cd"
"190370","S01012683","S02002376"
"190375","S01012918","S02002420"
"190381","S01012969","S02002429"
"190394","S01012957","S02002427"
"190395","S01012975","S02002431"
"190396","S01012971","S02002430"
"190401","S01012795","S02002398"
"190403","S01012796","S02002398"
"190408","S01012591","S02002357"
"190410","S01012894","S02002416"
"190413","S01012631","S02002366"
"190417","S01012790","S02002397"
"190419","S01012674","S02002375"
"190420","S01012637","S02002368"
"190422","S01012651","S02002370"
"190423","S01012609","S02002361"
"190424","S01012779","S02002395"
"190435","S01012854","S02002407"
"190442","S01012855","S02002407"
"190450","S01012823","S02002403"
"190456","S01012688","S02002377"
"190457","S01012598","S02002359"
"190458","S01012822","S02002403"
"190462","S01012806","S02002400"
"190468","S01012950","S02002426"
"190472","S01012926","S02002421"
"190474","S01012826","S02002403"
"190477","S01012838","S02002405"
"190481","S01012829","S02002403"
"190487","S01012667","S02002374"
"190489","S01012769","S02002393"
"190491","S01012965","S02002429"
"190498","S01012963","S02002429"
"190507","S01012809","S02002401"
"190512","S01012702","S02002380"
"190518","S01012725","S02002385"
"190519","S01012719","S02002384"
"190536","S01012668","S02002374"
"190538","S01012663","S02002373"
"190543","S01012964","S02002429"
"190550","S01012917","S02002420"
"190556","S01012864","S02002409"
"190557","S01012863","S02002409"
"190561","S01012883","S02002414"
"190563","S01012884","S02002414"
"190566","S01012882","S02002414"
"190576","S01012899","S02002416"
"190587","S01012832","S02002404"
"190619","S01012968","S02002429"
"190626","S01012949","S02002426"
"190639","S01012927","S02002421"
"190642","S01012658","S02002372"
"190647","S01012967","S02002429"
"190656","S01012869","S02002410"
"190662","S01012720","S02002384"
"190667","S01012766","S02002393"
"190675","S01012754","S02002391"
"190680","S01012704","S02002381"
"190684","S01012709","S02002382"
"190685","S01012727","S02002386"
"190689","S01012898","S02002416"
"190693","S01012788","S02002397"
"190695","S01012749","S02002390"
"190713","S01012694","S02002378"
"190718","S01012659","S02002372"
"190721","S01012607","S02002361"
"190726","S01012618","S02002363"
"190728","S01012941","S02002424"
"190732","S01012946","S02002425"
"190739","S01012947","S02002425"
"190750","S01012705","S02002381"
"190753","S01012703","S02002381"
"190757","S01012932","S02002422"
"190764","S01012684","S02002377"
"190797","S01012677","S02002376"
"190844","S01012723","S02002385"
"190852","S01012774","S02002395"
"190872","S01012816","S02002402"
"190873","S01012596","S02002358"
"190881","S01012839","S02002405"
"190899","S01012741","S02002389"
"190924","S01012775","S02002395"
"190949","S01012743","S02002389"
"190955","S01012747","S02002390"
"190956","S01012786","S02002396"
"190975","S01012626","S02002365"
"190984","S01012900","S02002416"
"190998","S01012877","S02002412"
"191017","S01012639","S02002368"
"191023","S01012643","S02002369"
"191025","S01012648","S02002370"
"191028","S01012649","S02002370"
"191031","S01012580","S02002355"
"191037","S01012588","S02002357"
"191045","S01012617","S02002363"
"191069","S01012707","S02002381"
"191074","S01012670","S02002374"
"191099","S01012868","S02002410"
"191101","S01012862","S02002409"
"191121","S01012669","S02002374"
"191170","S01012925","S02002421"
"191177","S01012960","S02002428"
"191178","S01012948","S02002426"
"191179","S01012767","S02002393"
"191208","S01012772","S02002394"
"191209","S01012732","S02002387"
"191219","S01012738","S02002388"
"191233","S01012750","S02002390"
"191240","S01012589","S02002357"
"191245","S01012804","S02002400"
"191249","S01012805","S02002400"
"191269","S01012959","S02002428"
"191294","S01012763","S02002392"
"191336","S01012970","S02002430"
"191348","S01012676","S02002376"
"191356","S01012604","S02002360"
"191361","S01012935","S02002423"
"191369","S01012852","S02002407"
"191389","S01012933","S02002422"
"191394","S01012958","S02002428"
"191429","S01012765","S02002393"
"191435","S01012671","S02002375"
"191446","S01012673","S02002375"
"191487","S01012995","S02002435"
"191489","S01012597","S02002358"
"191582","S01012897","S02002416"
"191627","S01012845","S02002406"
"191646","S01012745","S02002389"
"191724","S01012853","S02002407"
"191794","S01012768","S02002393"
"191801","S01012831","S02002404"
"191909","S01012744","S02002389"
"192053","S01012678","S02002376"
"192075","S01012954","S02002427"
"192401","S01013120","S02002459"
"192402","S01013002","S02002436"
"192403","S01013013","S02002437"
"192404","S01013015","S02002438"
"192405","S01013028","S02002440"
"192406","S01013107","S02002457"
"192407","S01013001","S02002436"
"192409","S01013014","S02002437"
"192410","S01013016","S02002438"
"192411","S01013018","S02002438"
"192412","S01013109","S02002457"
"192414","S01013110","S02002457"
"192416","S01013063","S02002447"
"192418","S01013080","S02002452"
"192421","S01013019","S02002439"
"192422","S01013097","S02002455"
"192423","S01013041","S02002443"
"192424","S01013038","S02002443"
"192426","S01013040","S02002443"
"192428","S01013042","S02002444"
"192429","S01013064","S02002448"
"192430","S01013065","S02002448"
"192431","S01013057","S02002446"
"192432","S01013056","S02002446"
"192433","S01013020","S02002439"
"192434","S01013051","S02002445"
"192435","S01013052","S02002445"
"192439","S01013053","S02002445"
"192440","S01013077","S02002451"
"192441","S01013101","S02002456"
"192445","S01013075","S02002450"
"192446","S01013066","S02002448"
"192447","S01013026","S02002440"
"192448","S01013011","S02002437"
"192449","S01013007","S02002436"
"192452","S01013003","S02002436"
"192453","S01013004","S02002436"
"192454","S01013005","S02002436"
"192455","S01013039","S02002443"
"192456","S01013047","S02002445"
"192457","S01013084","S02002453"
"192463","S01013088","S02002453"
"192465","S01013105","S02002456"
"192467","S01013099","S02002455"
"192473","S01013115","S02002458"
"192474","S01013081","S02002452"
"192478","S01013023","S02002439"
"192485","S01013082","S02002452"
"192490","S01013054","S02002446"
"192491","S01013061","S02002447"
"192496","S01013100","S02002455"
"192499","S01013114","S02002458"
"192501","S01013119","S02002459"
"192504","S01013117","S02002459"
"192510","S01013029","S02002441"
"192511","S01013030","S02002441"
"192512","S01013031","S02002441"
"192514","S01013043","S02002444"
"192516","S01013017","S02002438"
"192518","S01013062","S02002447"
"192523","S01013050","S02002445"
"192524","S01013074","S02002450"
"192526","S01013113","S02002458"
"192530","S01013027","S02002440"
"192535","S01013121","S02002459"
"192537","S01013076","S02002451"
"192541","S01013093","S02002454"
"192546","S01013010","S02002437"
"192552","S01013102","S02002456"
"192557","S01013048","S02002445"
"192564","S01013103","S02002456"
"192569","S01013104","S02002456"
"192572","S01013094","S02002455"
"192573","S01013095","S02002455"
"192575","S01013106","S02002457"
"192576","S01013006","S02002436"
"192579","S01013098","S02002455"
"192585","S01013112","S02002458"
"192591","S01013058","S02002446"
"192592","S01013049","S02002445"
"192594","S01013079","S02002451"
"192602","S01013012","S02002437"
"192603","S01013037","S02002443"
"192610","S01013021","S02002439"
"192611","S01013034","S02002442"
"192613","S01013073","S02002450"
"192626","S01013116","S02002458"
"192630","S01013008","S02002436"
"192634","S01013009","S02002437"
"192638","S01013089","S02002453"
"192641","S01013024","S02002439"
"192656","S01013087","S02002453"
"192662","S01013059","S02002447"
"192667","S01013060","S02002447"
"192675","S01013090","S02002454"
"192682","S01013083","S02002453"
"192685","S01013086","S02002453"
"192719","S01013032","S02002441"
"192726","S01013044","S02002444"
"192727","S01013085","S02002453"
"192736","S01013111","S02002457"
"192772","S01013072","S02002450"
"192776","S01013078","S02002451"
"192778","S01013035","S02002442"
"192779","S01013096","S02002455"
"192780","S01013022","S02002439"
"192782","S01013092","S02002454"
"192802","S01013070","S02002449"
"192819","S01013108","S02002457"
"192834","S01013025","S02002440"
"192837","S01013055","S02002446"
"192838","S01013068","S02002449"
"192850","S01013046","S02002444"
"192873","S01013069","S02002449"
"192877","S01013067","S02002449"
"192878","S01013118","S02002459"
"192893","S01013071","S02002449"
"192901","S01013045","S02002444"
"192917","S01013033","S02002442"
"192938","S01013091","S02002454"
"192967","S01013036","S02002442"
"193203","S01006520","S02001238"
"193207","S01006572","S02001247"
"193208","S01006522","S02001238"
"193209","S01006706","S02001270"
"193210","S01006666","S02001264"
"193211","S01006774","S02001281"
"193213","S01006512","S02001236"
"193215","S01006685","S02001267"
"193216","S01006756","S02001279"
"193219","S01006519","S02001238"
"193220","S01006523","S02001238"
"193221","S01006676","S02001266"
"193237","S01006529","S02001239"
"193238","S01006551","S02001243"
"193239","S01006517","S02001237"
"193240","S01006639","S02001259"
"193241","S01006695","S02001269"
"193242","S01006700","S02001269"
"193243","S01006762","S02001280"
"193245","S01006541","S02001241"
"193246","S01006545","S02001242"
"193248","S01006506","S02001236"
"193249","S01006608","S02001254"
"193250","S01006606","S02001253"
"193251","S01006533","S02001240"
"193253","S01006532","S02001240"
"193254","S01006537","S02001241"
"193255","S01006546","S02001242"
"193256","S01006544","S02001242"
"193257","S01006550","S02001243"
"193259","S01006547","S02001243"
"193261","S01006518","S02001238"
"193265","S01006757","S02001279"
"193266","S01006557","S02001244"
"193267","S01006524","S02001238"
"193269","S01006701","S02001270"
"193271","S01006679","S02001266"
"193272","S01006788","S02001284"
"193273","S01006556","S02001244"
"193275","S01006769","S02001281"
"193276","S01006682","S02001267"
"193277","S01006744","S02001277"
"193278","S01006684","S02001267"
"193279","S01006677","S02001266"
"193280","S01006748","S02001277"
"193281","S01006759","S02001279"
"193284","S01006734","S02001275"
"193286","S01006665","S02001263"
"193287","S01006647","S02001261"
"193288","S01006768","S02001281"
"193290","S01006617","S02001255"
"193292","S01006696","S02001269"
"193293","S01006692","S02001268"
"193295","S01006525","S02001238"
"193296","S01006510","S02001236"
"193297","S01006702","S02001270"
"193298","S01006645","S02001261"
"193299","S01006629","S02001257"
"193300","S01006560","S02001245"
"193301","S01006767","S02001280"
"193304","S01006766","S02001280"
"193306","S01006615","S02001255"
"193307","S01006613","S02001255"
"193310","S01006733","S02001275"
"193312","S01006736","S02001275"
"193321","S01006735","S02001275"
"193324","S01006574","S02001247"
"193325","S01006575","S02001248"
"193330","S01006600","S02001252"
"193333","S01006714","S02001272"
"193334","S01006784","S02001283"
"193336","S01006513","S02001237"
"193337","S01006539","S02001241"
"193338","S01006755","S02001278"
"193339","S01006602","S02001252"
"193340","S01006593","S02001251"
"193341","S01006681","S02001267"
"193342","S01006721","S02001273"
"193344","S01006628","S02001257"
"193345","S01006601","S02001252"
"193346","S01006511","S02001236"
"193347","S01006631","S02001258"
"193348","S01006775","S02001282"
"193349","S01006632","S02001258"
"193350","S01006563","S02001245"
"193353","S01006549","S02001243"
"193356","S01006779","S02001282"
"193357","S01006637","S02001259"
"193358","S01006630","S02001257"
"193362","S01006776","S02001282"
"193364","S01006623","S02001256"
"193366","S01006669","S02001264"
"193367","S01006742","S02001276"
"193370","S01006526","S02001239"
"193371","S01006559","S02001245"
"193374","S01006561","S02001245"
"193378","S01006732","S02001275"
"193379","S01006716","S02001272"
"193381","S01006674","S02001265"
"193382","S01006570","S02001246"
"193383","S01006751","S02001278"
"193384","S01006507","S02001236"
"193385","S01006717","S02001272"
"193386","S01006713","S02001271"
"193387","S01006722","S02001273"
"193388","S01006707","S02001270"
"193391","S01006709","S02001271"
"193392","S01006711","S02001271"
"193396","S01006724","S02001273"
"193397","S01006715","S02001272"
"193398","S01006718","S02001272"
"193401","S01006612","S02001254"
"193403","S01006581","S02001248"
"193410","S01006576","S02001248"
"193412","S01006577","S02001248"
"193413","S01006535","S02001240"
"193414","S01006534","S02001240"
"193417","S01006540","S02001241"
"193423","S01006603","S02001253"
"193428","S01006673","S02001265"
"193430","S01006743","S02001277"
"193432","S01006554","S02001244"
"193433","S01006672","S02001265"
"193434","S01006552","S02001243"
"193435","S01006749","S02001278"
"193437","S01006555","S02001244"
"193438","S01006726","S02001274"
"193441","S01006683","S02001267"
"193446","S01006675","S02001266"
"193449","S01006680","S02001266"
"193450","S01006678","S02001266"
"193452","S01006660","S02001263"
"193454","S01006658","S02001263"
"193456","S01006564","S02001246"
"193458","S01006667","S02001264"
"193461","S01006662","S02001263"
"193462","S01006635","S02001258"
"193467","S01006627","S02001257"
"193468","S01006589","S02001250"
"193469","S01006624","S02001257"
"193470","S01006641","S02001260"
"193472","S01006607","S02001253"
"193473","S01006750","S02001278"
"193475","S01006694","S02001269"
"193476","S01006509","S02001236"
"193481","S01006553","S02001244"
"193482","S01006781","S02001283"
"193486","S01006740","S02001276"
"193488","S01006758","S02001279"
"193490","S01006739","S02001276"
"193493","S01006761","S02001279"
"193496","S01006772","S02001281"
"193498","S01006782","S02001283"
"193499","S01006616","S02001255"
"193500","S01006754","S02001278"
"193508","S01006786","S02001284"
"193509","S01006598","S02001252"
"193511","S01006542","S02001242"
"193513","S01006653","S02001262"
"193514","S01006691","S02001268"
"193515","S01006738","S02001276"
"193523","S01006516","S02001237"
"193525","S01006752","S02001278"
"193527","S01006785","S02001284"
"193531","S01006633","S02001258"
"193532","S01006611","S02001254"
"193534","S01006610","S02001254"
"193536","S01006605","S02001253"
"193539","S01006609","S02001254"
"193542","S01006530","S02001239"
"193546","S01006562","S02001245"
"193547","S01006569","S02001246"
"193548","S01006705","S02001270"
"193551","S01006703","S02001270"
"193553","S01006508","S02001236"
"193565","S01006514","S02001237"
"193567","S01006515","S02001237"
